unique_id,sub_category,brand_name,product_name,price,currency,product_id,competitor_name,ingredients,Mandatory_information,company_address,manufactured_in,grammage_unit,grammage_quantity,rating,review_count,breadcrumb,pdp_url,scope_of_delivery,images,site_shown_uom,product_description
3061292,Depilacija in britje,PHILIPS,"Ženski električni brivnik Facial Hair Remover 5000, 1 kos",25.95,EUR,8720689037662,dm,Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži ,Informacije o odstranjevanju odpadne električne in elektronske opreme,"Philips Consumer Lifestyle B.V. Tussendiepen 4, 9206 AD Drachten Netherlands",,kos,1,4.36,11,Nega in dišave > Depilacija in britje > Električni brivniki,https://www.dm.si/p/d/3061292/philips-zenski-elektricni-brivnik-facial-hair-remover-5000,,"https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535071/assets/pas/images/a6702556-db78-4d76-b8aa-bdac55918e8b/philips-zenski-elektricni-brivnik-facial-hair-remover-5000, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535070/assets/pas/images/16e2b9b0-0eb1-4705-8b3f-87cd08193e25/philips-zenski-elektricni-brivnik-facial-hair-remover-5000, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535054/assets/pas/images/b01503c6-6e99-4629-84e6-f32cbd55e779/philips-zenski-elektricni-brivnik-facial-hair-remover-5000",1 kos,"Nežno odstranjevanje dlačic na obrazu  Idealen za zgornjo ustnico, brado, lica in čeljust  Vgrajeno ogledalo in LED osvetlitev za natančnost  Brezžično delovanje za enostavno uporabo  Kompakten in praktičen za nego doma ali na poti Philips ženski električni brivnik Facial Hair Remover serije 5000 je zasnovan za nežno in natančno odstranjevanje dlačic na obrazu. Učinkovito odstrani tudi najdrobnejše dlačice na zgornji ustnici, bradi, licih in čeljusti, pri čemer kožo pusti gladko in negovano. Vgrajeno ogledalo in LED osvetlitev omogočata popolno vidljivost in enostavno uporabo. Brezžično delovanje zagotavlja svobodo uporabe kjer koli. Poskrbite za preprosto in udobno nego obraza z brezhibnimi rezultati."
2722984,Depilacija in britje,PHILIPS OneBlade,"Električni brivnik 360 blade QP2724/23, 1 kos",29.95,EUR,8720689029094,dm,Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži ,,"Philips Consumer Lifestyle B.V. Tussendiepen 4, 9206 AD Drachten Netherlands",,kos,1,4.56,1628,Nega in dišave > Depilacija in britje > Električni brivniki,https://www.dm.si/p/d/2722984/philips-oneblade-elektricni-brivnik-360-blade-qp2724-23,,"https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535896/assets/pas/images/d76ec85e-5c5f-464d-844a-595841374377/philips-oneblade-elektricni-brivnik-360-blade-qp2724-23, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535895/assets/pas/images/d9632ad0-1e47-4347-8423-641b1b5c0001/philips-oneblade-elektricni-brivnik-360-blade-qp2724-23, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1770731597/assets/pas/images/f9ca4ad8-57a5-467e-b1d5-1474a00c85bc/philips-oneblade-elektricni-brivnik-360-blade-qp2724-23, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535895/assets/pas/images/1ab2fd54-d706-49d4-a008-53f5bdb63ef0/philips-oneblade-elektricni-brivnik-360-blade-qp2724-23, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535329/assets/pas/images/a3e9e291-8107-4fe7-9ee7-3d0ba5f5b3c7/philips-oneblade-elektricni-brivnik-360-blade-qp2724-23, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1770731589/assets/pas/images/5fd4fe40-4d01-49a3-9a16-7e1012865c81/philips-oneblade-elektricni-brivnik-360-blade-qp2724-23, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535518/assets/pas/images/ffccd9d7-5163-4258-b233-78b8bb50bfd4/philips-oneblade-elektricni-brivnik-360-blade-qp2724-23",1 kos,"Revolucionarna tehnologija za britje obraza  Brije dlačice vseh dolžin  Dvojni zaščitni sistem za udobno britje  Rezilna enota se premika 12.000krat na minuto  Manjša razdraženost kože v primerjavi s tradicionalnimi rezili Philips OneBlade električni brivnik 360 blade QP2724/23 prinaša revolucionarno tehnologijo za britje obraza. Zasnovan je za britje dlačic vseh dolžin. Njegov dvojni zaščitni sistem – drsni premaz in zaobljene konice – omogoča preprosto in udobno britje. Tehnologija britja se ponaša s hitrim premikanjem rezilne enote, ki se premika 12.000krat na minuto, kar zagotavlja učinkovito britje, tudi pri daljših dlačicah."
2722986,Depilacija in britje,PHILIPS OneBlade,"Električni brivnik za obraz in telo 360 blade, 1 kos",44.95,EUR,8720689029117,dm,Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži ,,"Philips Consumer Lifestyle B.V. Tussendiepen 4, 9206 AD Drachten Netherlands",,kos,1,4.48,767,Nega in dišave > Depilacija in britje > Električni brivniki,https://www.dm.si/p/d/2722986/philips-oneblade-elektricni-brivnik-za-obraz-in-telo-360-blade,,"https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535355/assets/pas/images/f5930d65-9293-4ddf-90de-7643fcd4a099/philips-oneblade-elektricni-brivnik-za-obraz-in-telo-360-blade, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1770732298/assets/pas/images/e80355f4-84cf-4671-bb75-6dc09acd6a1e/philips-oneblade-elektricni-brivnik-za-obraz-in-telo-360-blade, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535354/assets/pas/images/1cad1d8b-06ee-46f2-8ade-d789c9c5f951/philips-oneblade-elektricni-brivnik-za-obraz-in-telo-360-blade, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535355/assets/pas/images/0a505bf4-be8a-462d-a126-dfb0eeedd342/philips-oneblade-elektricni-brivnik-za-obraz-in-telo-360-blade, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1770732312/assets/pas/images/cfb6e326-ff63-4a25-93a9-44055e289e4a/philips-oneblade-elektricni-brivnik-za-obraz-in-telo-360-blade, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535331/assets/pas/images/689be55a-c25f-4d98-9b18-9458fb257fc0/philips-oneblade-elektricni-brivnik-za-obraz-in-telo-360-blade, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535898/assets/pas/images/9912cd4b-bf72-444b-ad2c-59c659bb10d1/philips-oneblade-elektricni-brivnik-za-obraz-in-telo-360-blade",1 kos,"Električni brivnik za obraz in telo  Tehnologija, ki sledi obraznim linijam  Rezilo 360 za enostavno prirezovanje in britje  Vključuje zaščitni pokrovček, glavnik za telo in nastavljiv glavnik 5 v 1  Manj potez za popoln rezultat PHILIPS OneBlade električni brivnik za obraz in telo 360 blade je inovativen pripomoček, ki omogoča enostavno prirezovanje, oblikovanje robov in britje dlačic vseh dolžin. Zahvaljujoč tehnologiji, ki sledi obraznim linijam, in rezilu 360, lahko brez težav dosežete tudi težje dostopna mesta z manj potezami. Brivnik vključuje zaščitni pokrovček, enostavno pritrdljivo zaščito za kožo, glavnik za telo in nastavljiv glavnik 5 v 1. Poleg tega prejmete dodatno 360stopinjsko zamenljivo rezilo. Uživajte v popolni negi z enim samim pripomočkom. Pozabite na številne korake in pripomočke – OneBlade poskrbi za vse. Ergonomska oblika in napredna tehnologija zagotavljata udobno in učinkovito britje, ki je prilagojeno vašim potrebam."
1916523,Depilacija in britje,PHILIPS OneBlade,"Nadomestne glave za brivnik 360 blade, 1 kos",24.95,EUR,8710103997153,dm,Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži ,,"Philips Consumer Lifestyle B.V. Tussendiepen 4, 9206 AD Drachten Netherlands",,kos,1,4.56,1627,Nega in dišave > Nega za moške > Depilacija in britje,https://www.dm.si/p/d/1916523/philips-oneblade-nadomestne-glave-za-brivnik-360-blade,,"https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747532412/assets/pas/images/35d4d8f4-6d37-4fd5-9b02-f3774a6ca30c/philips-oneblade-nadomestne-glave-za-brivnik-360-blade, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1748668418/assets/pas/images/37e9cb3e-aa2c-4b58-83f8-95a59b419231/philips-oneblade-nadomestne-glave-za-brivnik-360-blade, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747532941/assets/pas/images/ba6bed0c-cc32-4ae4-9a8c-a2786acd1503/philips-oneblade-nadomestne-glave-za-brivnik-360-blade",1 kos,"Nadomestne glave za hibridni oblikovalnik  Prirezujejo, brijejo in ustvarjajo čiste linije  Za vse dolžine dlačic  Gibljiva glava PHILIPS OneBlade je nov, revolucionaren hibridni oblikovalnik, ki prirezuje, brije in ustvarja čiste linije ter robove ne glede na dolžino dlačic. Pozabite na številne korake in pripomočke. Oblikovalnik OneBlade 360 blade poskrbi za vse."
1574418,Depilacija in britje,PHILIPS OneBlade,"Nadomestne glave za brivnik 360 blade, 3 kos",35.95,EUR,8710103997177,dm,Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži ,,"Philips Consumer Lifestyle B.V. Tussendiepen 4, 9206 AD Drachten Netherlands",,kos,1,4.58,1753,Nega in dišave > Nega za moške > Depilacija in britje,https://www.dm.si/p/d/1574418/philips-oneblade-nadomestne-glave-za-brivnik-360-blade,,"https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1765962133/assets/pas/images/b55213bc-8352-4ef6-9df0-826204581e1f/philips-oneblade-nadomestne-glave-za-brivnik-360-blade, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1770731621/assets/pas/images/8d534ddc-b72b-4325-a6fc-55e032019ef7/philips-oneblade-nadomestne-glave-za-brivnik-360-blade",1 kos,"Nadomestna rezila za brivnik 360 blade  360stopinjsko rezilo za enakomeren stik s kožo  Dvostransko rezilo za natančno oblikovanje  Primerno za mokro in suho uporabo Philips OneBlade nadomestna rezila 360 so idealna za vse, ki si želijo hitro, natančno in koži prijazno oblikovanje brade. Inovativno 360stopinjsko rezilo se prilagodi obliki obraza in omogoča enostavno britje tudi na težko dostopnih mestih. Dvostransko rezilo omogoča natančno oblikovanje in popolne konture. Rezila so primerna za mokro in suho uporabo, s peno ali brez. Philips OneBlade nadomestna rezila 360 so vodoodporna in enostavna za čiščenje. Za optimalno delovanje je priporočljiva menjava na vsake štiri mesece."
2723004,Depilacija in britje,PHILIPS OneBlade,"Nadomestne glave za brivnik OneBlade Intimate, 2 kos",28.95,EUR,8720689031639,dm,Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži ,,"Philips Consumer Lifestyle B.V. Tussendiepen 4, 9206 AD Drachten Netherlands",Indonezija.,kos,1,4.53,295,Nega in dišave > Nega za moške > Depilacija in britje,https://www.dm.si/p/d/2723004/philips-oneblade-nadomestne-glave-za-brivnik-oneblade-intimate,,"https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535353/assets/pas/images/f185c6a9-2ace-415b-b7c9-21815c61bf25/philips-oneblade-nadomestne-glave-za-brivnik-oneblade-intimate, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747534747/assets/pas/images/fd743b15-ffba-41bd-9913-db6cec10b4f6/philips-oneblade-nadomestne-glave-za-brivnik-oneblade-intimate, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535352/assets/pas/images/671fedc9-f45a-4813-ac0e-a38e25fa5246/philips-oneblade-nadomestne-glave-za-brivnik-oneblade-intimate, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747534748/assets/pas/images/596d10e1-062c-4f07-bae2-8ae352e76ef1/philips-oneblade-nadomestne-glave-za-brivnik-oneblade-intimate",1 kos,"Nadomestna rezila za brivnik OneBlade Intimate  Tehnologija SkinProtect za zaščito pred urezninami  Primerno za mokro in suho britje  Dvostransko rezilo za natančno oblikovanje  Pakiranje vsebuje 2 rezili Philips OneBlade nadomestna rezila Intimate so zasnovana za nežno in natančno britje občutljivih predelov, kot so pazduhe in intimni predeli. Inovativna tehnologija SkinProtect ščiti kožo pred urezninami, zaobljeni robovi pa zagotavljajo maksimalno udobje. Rezila so vodoodporna in primerna tako za mokro kot suho britje, tudi pod tušem. Dvostransko rezilo omogoča britje v obe smeri in enostavno oblikovanje natančnih kontur. Za optimalno delovanje priporočamo menjavo rezila vsake štiri mesece."
3060153,Depilacija in britje,PHILIPS,"Ženski epilator Body 2000, 1 kos",29.95,EUR,8720689036054,dm,Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži ,Informacije o odstranjevanju odpadne električne in elektronske opreme,"Philips Consumer Lifestyle B.V. Tussendiepen 4, 9206 AD Drachten Netherlands",,kos,1,4.59,59,Nega in dišave > Depilacija in britje > Električni brivniki,https://www.dm.si/p/d/3060153/philips-zenski-epilator-body-2000,,"https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535378/assets/pas/images/176691c1-b3c4-4fe1-9963-a1ea56fdf0af/philips-zenski-epilator-body-2000, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535377/assets/pas/images/9b41160c-35c5-4c6e-bc7f-026b85240aa0/philips-zenski-epilator-body-2000, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1770731611/assets/pas/images/9ed4eaae-2299-43df-81a9-47121ca68820/philips-zenski-epilator-body-2000, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1770731616/assets/pas/images/cef5642e-6afe-4668-84f2-de3aff35c572/philips-zenski-epilator-body-2000, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535868/assets/pas/images/5d0aab56-31ee-4e30-b0e2-53d0b83219cb/philips-zenski-epilator-body-2000",1 kos,"Primeren za noge in telo  Dolgotrajna gladkost do 28 dni  Nežno odstranjevanje dlačic brez draženja  Kompaktna velikost za enostavno shranjevanje in potovanja  Zanesljivo delovanje s kablom Philips ženski epilator Body 2000 je popolna izbira za dolgotrajno gladko kožo na nogah in telesu. Zasnovan je za nežno in učinkovito odstranjevanje dlačic, pri čemer zagotavlja gladkost, ki traja do 28 dni. Njegova kompaktna velikost in ergonomski ročaj omogočata enostavno uporabo in udobje, idealen pa je tudi za potovanja. Epilator deluje s kablom, kar zagotavlja zanesljivo delovanje brez prekinitev. Uživajte v profesionalni epilaciji kar v udobju svojega doma."
3061293,Depilacija in britje,PHILIPS,"Ženski brivnik Bikini Styler 2000, 1 kos",19.95,EUR,8720689037679,dm,Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži ,Informacije o odstranjevanju odpadne električne in elektronske opreme,"Philips Consumer Lifestyle B.V. Tussendiepen 4, 9206 AD Drachten Netherlands",,kos,1,3.11,9,Nega in dišave > Depilacija in britje > Električni brivniki,https://www.dm.si/p/d/3061293/philips-zenski-brivnik-bikini-styler-2000,,"https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747534870/assets/pas/images/a0af9a74-28e6-4e47-b2d4-825d39c173fe/philips-zenski-brivnik-bikini-styler-2000, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747534870/assets/pas/images/dba3d227-503b-4172-87fd-7c42f698ade4/philips-zenski-brivnik-bikini-styler-2000",1 kos,"Aparat za oblikovanje bikini predela  Zaobljena rezila za nežno prirezovanje  Zmanjšuje draženje in vraščanje dlačic  Natančno prirezovanje do 0,5 mm  Brezžična uporaba za maksimalno udobje Philips ženski brivnik Bikini Styler 2000 je zasnovan za enostavno in nežno oblikovanje bikini predela. Z zaobljenimi rezili zmanjšuje tveganje za draženje in vraščene dlačice, hkrati pa omogoča natančno prirezovanje do 0,5 mm. Brezžična uporaba zagotavlja popolno svobodo pri oblikovanju intimnih območij po vaših željah. Za varno in učinkovito nego brez ureznin."
2722988,Depilacija in britje,PHILIPS OneBlade,"Električni brivnik 360 blade, 1 kos",29.80,EUR,8720689030557,dm,Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži ,,"Philips Consumer Lifestyle B.V. Tussendiepen 4, 9206 AD Drachten Netherlands",,kos,1,4.56,1626,Nega in dišave > Depilacija in britje > Električni brivniki,https://www.dm.si/p/d/2722988/philips-oneblade-elektricni-brivnik-360-blade,,"https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535053/assets/pas/images/e26d868a-e566-46e8-9df6-3a6cf5c3b1ad/philips-oneblade-elektricni-brivnik-360-blade, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1770731591/assets/pas/images/817da3be-ea9f-47c4-bcaa-2bde1d077529/philips-oneblade-elektricni-brivnik-360-blade, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535050/assets/pas/images/5f05113b-7fc0-4bbc-821d-3f2008303858/philips-oneblade-elektricni-brivnik-360-blade, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535050/assets/pas/images/495134ef-4ab1-49d9-a15d-d84908579f28/philips-oneblade-elektricni-brivnik-360-blade, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535051/assets/pas/images/7975c4ef-6470-4d70-80c7-19b3b26bad7a/philips-oneblade-elektricni-brivnik-360-blade, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535594/assets/pas/images/fbe94c11-1b13-4a13-8f38-5ed06ac82905/philips-oneblade-elektricni-brivnik-360-blade, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1770731607/assets/pas/images/b3c22a58-bbf6-4ca5-a4b1-6130b899d9e4/philips-oneblade-elektricni-brivnik-360-blade, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535181/assets/pas/images/c7205b0f-2056-4612-a6bf-79e26e96ea01/philips-oneblade-elektricni-brivnik-360-blade",1 kos,"Inovativna rešitev za urejanje brade  360stopinjsko vrtljivo rezilo za natančno britje  5 v 1 nastavljiv glavnik za popolno prilagoditev dolžine  Hitro in učinkovito britje z naprednim rezilom  100 % vodoodporen za uporabo pod tušem PHILIPS OneBlade električni brivnik 360 blade je inovativna rešitev za popolno urejanje brade. Z edinstvenim 360stopinjskim vrtljivim rezilom se brezhibno prilagaja vsaki konturi obraza, vratu in čeljusti, kar omogoča natančno in udobno britje. Priložen 5 v 1 nastavljiv glavnik (1, 2, 3, 4, 5 mm) vam omogoča popolno prilagoditev dolžine brade po vaših željah. Napreden OneBlade brivnik se premika do 12.000krat na minuto, kar zagotavlja hitro, učinkovito in gladko britje. Poleg tega je 100 % vodoodporen, kar omogoča brezskrbno uporabo tudi pod tušem. S 60minutnim časom delovanja in popolnim polnjenjem v le 4 urah je vedno pripravljen za uporabo."
2722998,Depilacija in britje,PHILIPS OneBlade,"Nadomestne glave za brivnik 360 blade za obraz in..., 2 kos",29.95,EUR,8720689031875,dm,Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži ,,"Philips Consumer Lifestyle B.V. Tussendiepen 4, 9206 AD Drachten Netherlands",,kos,1,4.54,125,Nega in dišave > Depilacija in britje > Električni brivniki,https://www.dm.si/p/d/2722998/philips-oneblade-nadomestne-glave-za-brivnik-360-blade-za-obraz-in-telo,,"https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535329/assets/pas/images/6f595a40-d13e-4125-8230-d2046a79a122/philips-oneblade-nadomestne-glave-za-brivnik-360-blade-za-obraz-in-telo, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1770731589/assets/pas/images/310ab616-eb81-4ae1-b2bf-964b6bb2f520/philips-oneblade-nadomestne-glave-za-brivnik-360-blade-za-obraz-in-telo, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535895/assets/pas/images/1664c4c5-d16f-45f2-9ba8-0539b136f130/philips-oneblade-nadomestne-glave-za-brivnik-360-blade-za-obraz-in-telo",1 kos,"Nadomestne glave za brivnik 360 blade za obraz in telo  Oblikovanje, prirezovanje in britje dlačic vseh dolžin  Dvojni zaščitni sistem za udobno britje  Vključuje dve 360stopinjski rezili in 1 komplet za telo  Združljive z vsemi ročaji OneBlade Nadomestne glave za brivnik 360 blade za obraz in telo omogočajo enostavno oblikovanje, prirezovanje in britje dlačic vseh dolžin. Njegov dvojni zaščitni sistem s prevleko za boljše drsenje in zaokroženimi konicami omogoča udobno britje brez draženja kože. Tehnologija britja s hitro premikajočo se rezilno enoto omogoča prirezovanje dlačic vseh dolžin, medtem ko sledilna tehnologija obraznih linij zagotavlja natančnost. Paket vsebuje 2 360stopinjski rezili in 1 komplet za telo, združljiv z vsemi ročaji OneBlade. Rezilo iz nerjavečega jekla zagotavlja svež občutek do 4 mesece uporabe."
2722995,Električni brivniki,PHILIPS OneBlade,"Brivnik OneBlade Intimate, 1 kos",24.95,EUR,8720689031660,dm,Indonezija  Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži ,,"Philips Consumer Lifestyle B.V. Tussendiepen 4, 9206 AD Drachten Netherlands",,kos,1,4.3,168,Nega in dišave > Depilacija in britje > Električni brivniki,https://www.dm.si/p/d/2722995/philips-oneblade-brivnik-oneblade-intimate,Vsebina:  1 × rezilo SkinProtect  1 × glavnik za oblikovanje  1 × brivnik  1 × USBA polnilni kabel,"https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747534786/assets/pas/images/a2682cf7-2d4a-42a8-b613-1178d63690f0/philips-oneblade-brivnik-oneblade-intimate, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535355/assets/pas/images/1faad77f-0716-4ea2-a4fd-8a7d9bf25a83/philips-oneblade-brivnik-oneblade-intimate, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747534748/assets/pas/images/c7c8ef15-c2b9-40fc-bcb9-cf1f399bc665/philips-oneblade-brivnik-oneblade-intimate, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535360/assets/pas/images/182eca93-719f-460c-bce9-dd75c848e3df/philips-oneblade-brivnik-oneblade-intimate, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535360/assets/pas/images/670d0294-da79-42c5-8261-cf716a9f396b/philips-oneblade-brivnik-oneblade-intimate, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747534752/assets/pas/images/4c427a96-72ec-4f8b-8525-d33679bbeeee/philips-oneblade-brivnik-oneblade-intimate, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747535087/assets/pas/images/5bacc89e-7c09-4931-a1b1-63832ff73b4d/philips-oneblade-brivnik-oneblade-intimate",1 kos,"Brivnik za intimne predele in pazduhe  Rezilo SkinProtect za zaščito pred urezninami  Priložen 3 mm glavnik za prirezovanje  Primeren za mokro in suho uporabo  Polnilna baterija Philips OneBlade Intimate je zasnovan za varno in udobno urejanje občutljivih intimnih predelov in pazduh. Njegovo edinstveno rezilo SkinProtect z dodatno stopnjo zaščite preprečuje ureznine in se prilagaja vsaki oblini telesa. Priložen 3milimetrski glavnik omogoča enostavno in hitro prirezovanje dlačic v kateri koli smeri. Brivnik je primeren za mokro in suho uporabo, za optimalno delovanje pa priporočamo menjavo rezila vsake 4 mesece. Z brivnikom Philips OneBlade Intimate dosežite popolno urejenost brez kompromisov."
3103647,Električni brivniki,PHILIPS,"Trimer All-in-One 5000 10 v 1, 1 kos",49.95,EUR,8720689045360,dm,Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži ,Informacije o odstranjevanju odpadne električne in elektronske opreme,"Philips Consumer Lifestyle B.V. Tussendiepen 4, 9206 AD Drachten Netherlands",Proizvedeno v Indoneziji.,kos,1,4.5,291,Nega in dišave > Depilacija in britje > Električni brivniki,https://www.dm.si/p/d/3103647/philips-trimer-all-in-one-5000-10-v-1,"Vsebina:  1 × kovinski prirezovalnik  1 × prirezovalnik za nos/ušesa  1 × natančni prirezovalnik  1 × nastavljivi glavnik za brado (3–7 mm)  2 × glavnik za neobrit videz (1 mm, 2 mm)  3 × glavnik za lase (9 mm, 12 mm, 16 mm)  1 × glavnik za telo (3 mm)  1 × USBA kabel za polnjenje (adapter ni priložen)","https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1760425971/assets/pas/images/0641cde7-a201-4cd0-93a6-bc46cdc8d595/philips-trimer-all-in-one-5000-10-v-1, https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1760425964/assets/pas/images/77a97ce7-bd9a-4bd7-9ce7-60e63f4e1ac0/philips-trimer-all-in-one-5000-10-v-1",1 kos,"Večnamenski urejevalnik 10 v 1  Tehnologija BeardSense za enakomerno prirezovanje  Samoostrilna jeklena rezila  Do 120 minut delovanja baterije  Za urejanje obraza, las in telesa Philips AllinOne trimer 5000 10 v 1 je vsestranski pripomoček, ki z enim orodjem omogoča popolno urejanje obraza, las in telesa. Z desetimi kakovostnimi nastavki lahko enostavno uredite svojo brado, lase in dlake po telesu. Samoostrilna jeklena rezila zagotavljajo dolgotrajno delovanje in natančnost, ne da bi jih bilo treba oljiti. Inovativna tehnologija BeardSense 125krat na sekundo preverja gostoto brade in po potrebi poveča moč za učinkovito prirezovanje tudi najgostejših predelov. Z avtonomijo delovanja do 120 minut je večnamenski urejevalnik Philips vedno pripravljen na uporabo."
